2024-08-29T10:40:52.285224,interface,0.515,0.592,0.125
2024-08-29T10:41:08.831776,interface,0.736,0.562,0.09099999
2024-08-29T10:41:09.050421,interface,0.745,0.458,0.207
2024-08-29T10:41:09.071244,interface,0.715,0.587,0.0
2024-08-29T10:41:09.648213,interface,0.545,0.355,0.12
2024-08-29T10:41:09.684204,interface,0.621,0.359,0.128
2024-08-29T10:41:10.424801,interface,0.531,0.368,0.116
2024-08-29T10:41:10.447274,interface,0.793,0.301,0.217
2024-08-29T10:41:10.461272,interface,0.587,0.344,0.114
2024-08-29T10:41:10.480276,interface,0.329,0.401,0.141
2024-08-29T10:41:10.501290,interface,0.344,0.472,0.146
2024-08-29T10:41:10.538189,interface,0.834,0.21,0.202
2024-08-29T10:41:10.677731,interface,0.157,0.518,0.808
2024-08-29T10:41:15.439254,interface,0.842,0.409,0.305
2024-08-29T10:41:16.094529,interface,0.455,0.562,0.081
2024-08-29T10:41:16.291291,interface,0.519,0.466,0.077
2024-08-29T10:41:23.655262,interface,0.518,0.602,0.11
2024-08-29T10:41:26.555503,interface,0.415,0.656,0.094
2024-08-29T10:41:26.674247,interface,0.479,0.561,0.116
2024-08-29T10:41:27.212453,interface,0.569,0.634,0.138
2024-08-29T10:41:33.002351,interface,0.48,0.486,0.055
2024-08-29T10:41:33.023187,interface,0.517,0.518,0.106
2024-08-29T10:41:33.046161,interface,0.776,0.413,0.239
2024-08-29T10:41:33.081248,interface,0.527,0.541,0.017
2024-08-29T10:41:33.104261,interface,0.767,0.549,0.0
2024-08-29T10:41:33.126221,interface,0.705,0.612,0.166
2024-08-29T10:41:33.141266,interface,1.0,0.786,0.588
2024-08-29T10:41:33.163211,interface,0.8450001,0.761,0.9559999
2024-08-29T10:41:33.181304,interface,0.431,0.71,0.875
2024-08-29T10:41:33.280214,interface,0.0,0.6,0.421
2024-08-29T10:41:33.300191,interface,0.0,0.573,0.596
2024-08-29T10:41:33.320225,interface,0.008,0.584,0.349
2024-08-29T10:41:33.341260,interface,0.147,0.589,0.396
2024-08-29T10:41:33.361243,interface,0.034,0.5809999,0.585
2024-08-29T10:41:33.381246,interface,0.0,0.592,0.617
2024-08-29T10:41:33.401231,interface,0.024,0.543,0.504
2024-08-29T10:41:33.419177,interface,0.086,0.528,0.495
2024-08-29T10:41:34.199936,interface,0.386,0.348,0.86
2024-08-29T10:41:34.252229,interface,0.448,0.331,0.161
2024-08-29T10:41:39.134366,interface,0.611,0.503,0.115
2024-08-29T10:41:39.452278,interface,0.358,0.368,0.852
2024-08-29T10:41:39.848237,interface,0.175,0.368,0.742
2024-08-29T10:41:39.988196,interface,0.535,0.467,0.094
2024-08-29T10:41:40.009316,interface,0.554,0.431,0.053
2024-08-29T10:41:40.166240,interface,0.64,0.477,0.042
2024-08-29T10:41:51.186376,interface,0.535,0.438,0.119
