2024-08-29T09:46:05.591954,interface,0.493,0.536,0.069
2024-08-29T09:46:05.622955,interface,0.515,0.595,0.111
2024-08-29T09:46:05.650289,interface,0.531,0.445,0.08200001
2024-08-29T09:46:05.672370,interface,0.558,0.502,0.0
2024-08-29T09:46:05.787887,interface,0.693,0.313,0.176
2024-08-29T09:46:05.810861,interface,0.893,0.283,0.104
2024-08-29T09:46:05.833752,interface,0.936,0.285,0.256
2024-08-29T09:46:05.847869,interface,0.816,0.241,0.412
2024-08-29T09:46:05.966964,interface,0.775,0.489,0.0
2024-08-29T09:46:05.989870,interface,0.709,0.488,0.041
2024-08-29T09:46:06.085962,interface,0.627,0.448,0.002
2024-08-29T09:46:06.105858,interface,0.703,0.518,0.0
2024-08-29T09:46:06.145862,interface,0.545,0.498,0.123
2024-08-29T09:46:06.302880,interface,0.433,0.52,0.034
2024-08-29T09:46:06.423851,interface,0.696,0.479,0.06400001
2024-08-29T09:46:06.681947,interface,0.571,0.543,0.116
2024-08-29T09:46:06.701860,interface,0.349,0.604,0.0
2024-08-29T09:46:07.335972,interface,0.647,0.438,0.145
2024-08-29T09:46:08.052344,interface,0.274,0.708,0.234
2024-08-29T09:46:08.077899,interface,0.249,0.716,0.235
2024-08-29T09:46:08.091981,interface,0.217,0.738,0.199
2024-08-29T09:46:08.112929,interface,0.147,0.802,0.115
2024-08-29T09:46:08.132935,interface,0.176,0.902,0.151
2024-08-29T09:46:08.152991,interface,0.25,0.959,0.185
2024-08-29T09:46:08.172930,interface,0.214,1.0,0.256
2024-08-29T09:46:08.189903,interface,0.328,1.0,0.319
2024-08-29T09:46:08.210828,interface,0.398,1.0,0.387
2024-08-29T09:46:08.230863,interface,0.419,1.0,0.849
2024-08-29T09:46:08.250879,interface,0.79,0.851,1.0
2024-08-29T09:46:08.270834,interface,1.0,0.534,1.0
2024-08-29T09:46:08.291894,interface,0.947,0.48,1.0
2024-08-29T09:46:08.349004,interface,0.258,0.444,0.186
2024-08-29T09:46:08.369860,interface,0.403,0.228,0.178
2024-08-29T09:46:08.389860,interface,0.153,0.349,0.0
2024-08-29T09:46:08.409884,interface,0.131,0.265,0.0
2024-08-29T09:46:08.430872,interface,0.201,0.341,0.101
2024-08-29T09:46:08.467869,interface,0.145,0.526,0.268
2024-08-29T09:46:08.488936,interface,0.06,0.629,0.295
2024-08-29T09:46:08.507866,interface,0.0,0.703,0.317
2024-08-29T09:46:08.527896,interface,0.0,0.757,0.179
2024-08-29T09:46:08.545879,interface,0.0,0.799,0.181
2024-08-29T09:46:08.569944,interface,0.086,0.8360001,0.14
2024-08-29T09:46:08.588960,interface,0.179,0.879,0.145
2024-08-29T09:46:08.606857,interface,0.239,0.946,0.115
2024-08-29T09:46:08.627875,interface,0.587,0.995,0.083
2024-08-29T09:46:08.646886,interface,0.891,0.888,0.33
2024-08-29T09:46:08.667857,interface,1.0,0.66,0.401
2024-08-29T09:46:08.686904,interface,1.0,0.496,0.472
2024-08-29T09:46:08.707885,interface,1.0,0.394,0.467
2024-08-29T09:46:08.729814,interface,1.0,0.413,0.502
2024-08-29T09:46:08.844887,interface,0.213,0.63,0.28
2024-08-29T09:46:08.943859,interface,0.118,0.51,0.313
2024-08-29T09:46:09.002848,interface,0.071,0.617,0.508
2024-08-29T09:46:09.026877,interface,0.024,0.626,0.514
2024-08-29T09:46:09.045851,interface,0.0,0.626,0.36
2024-08-29T09:46:09.063879,interface,0.0,0.781,0.363
2024-08-29T09:46:09.083889,interface,0.0,0.846,0.341
2024-08-29T09:46:09.105909,interface,0.0,0.923,0.33
2024-08-29T09:46:09.125095,interface,0.0,1.0,0.307
2024-08-29T09:46:09.144998,interface,0.004,0.9940001,0.313
2024-08-29T09:46:09.164940,interface,0.276,1.0,0.0
2024-08-29T09:46:09.184887,interface,0.533,1.0,0.0
2024-08-29T09:46:09.201860,interface,1.0,1.0,0.0
2024-08-29T09:46:09.222857,interface,1.0,0.999,0.197
2024-08-29T09:46:09.242836,interface,1.0,0.941,0.662
2024-08-29T09:46:09.264914,interface,1.0,0.8349999,0.8309999
2024-08-29T09:46:09.283870,interface,1.0,0.725,0.9190001
2024-08-29T09:46:09.303925,interface,0.889,0.667,0.841
2024-08-29T09:46:09.323852,interface,0.735,0.677,0.765
2024-08-29T09:46:09.340954,interface,0.712,0.722,0.809
2024-08-29T09:46:09.365853,interface,0.732,0.78,0.8059999
2024-08-29T09:46:09.381865,interface,0.667,0.757,0.943
